,YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,EXPENSE_PER_STUDENT
263,2007,Arkansas,237.6706874,Mathematics,4,474532,4415981,483689,4779308,2337748,4.926428565407601
264,2005,Michigan,237.706003,Mathematics,4,1721351,19106382,1513264,20489512,9269314,5.38490639038755
265,2005,Nebraska,237.7061785,Mathematics,4,284553,2895640,295968,2708776,1487488,5.2274549908101475
266,2015,Oregon,237.7467089,Mathematics,4,570376,7111710,577106,7011609,3650855,6.400786498730662
267,2003,Ohio,237.7820679,Mathematics,4,1803966,18018740,1097349,18760200,8958790,4.966163442104785
268,2011,Arkansas,237.810157,Mathematics,4,475551,5176362,827026,5669431,2559292,5.38174033910138
269,2015,Hawaii,237.8958068,Mathematics,4,182384,2703683,259390,2521004,1377713,7.553913720501798
270,2003,Indiana,237.9682799,Mathematics,4,999713,8246076,582940,9777720,4785880,4.78725394188132
271,2015,Rhode Island,238.0017297,Mathematics,4,134574,2367068,184718,2326473,1322055,9.82400017834054
272,2009,Oregon,238.0323272,Mathematics,4,560726,6158756,656298,6715011,3291310,5.869729600553568
273,2007,Nebraska,238.0408086,Mathematics,4,287135,3234014,298196,3117931,1673992,5.829982412454072
274,2005,New York,238.1739767,Mathematics,4,2816426,43936450,3156023,45086872,27866708,9.894351209653653
275,2009,Illinois,238.2856688,Mathematics,4,2117291,26987426,3346509,27716187,13520105,6.3855676900341045
276,2003,Washington,238.2928395,Mathematics,4,1014577,8565636,702469,8802387,4332487,4.270239715664755
277,2005,South Carolina,238.3026753,Mathematics,4,701176,6337711,639308,6572191,3134658,4.470572295686105
278,2005,Oregon,238.3249306,Mathematics,4,550502,5022050,498217,5597579,2671228,4.852349310265903
279,2011,Georgia,238.3665421,Mathematics,4,1666039,18030043,2267161,17187481,9671343,5.804991959972125
280,2005,Maryland,238.4217067,Mathematics,4,865561,9906219,670998,9782665,5154440,5.9550280107352345
281,2003,Iowa,238.4766945,Mathematics,4,482210,4374803,304688,4517990,2157225,4.473621451234939
282,2015,Delaware,238.6780188,Mathematics,4,121845,2017075,137544,1975093,1072395,8.801304936599779
283,2009,Nebraska,238.7484634,Mathematics,4,292161,3522481,297732,3523803,1887427,6.460229120245344
284,2009,Rhode Island,238.7668591,Mathematics,4,141521,2179714,206225,2171376,1224158,8.650009539220328
285,2003,New Jersey,238.7765412,Mathematics,4,1350330,19785039,797717,19812932,10169992,7.531486377404042
286,2005,Utah,238.7974238,Mathematics,4,488055,3181279,326400,3188018,1632553,3.3450184917683456
287,2015,Idaho,238.7996247,Mathematics,4,274131,2167967,232449,2029520,1130814,4.1250861814242095
288,2011,Hawaii,238.8219278,Mathematics,4,179601,2499513,347363,2259104,1253534,6.9795491116419175
289,2009,Kentucky,238.8359023,Mathematics,4,669858,6706922,719997,6831006,3468191,5.17750179888872
290,2011,Illinois,238.8368789,Mathematics,4,2072114,29507584,2894897,28525858,14636402,7.063511949632115
291,2013,Oklahoma,238.9218775,Mathematics,4,671445,5878111,715944,5796945,2800189,4.170392213807535
292,2005,Florida,238.9306496,Mathematics,4,2645280,23216404,2328513,23857012,11270907,4.2607614316820905
293,2015,Missouri,238.9649225,Mathematics,4,892779,10623391,948600,10540353,5387766,6.03482608797922
294,2013,Illinois,239.000204,Mathematics,4,2069823,30057886,2311235,29517831,15285224,7.384797637285893
295,2003,Virginia,239.2030891,Mathematics,4,1175458,10504167,698716,10746679,5661291,4.816242690083355
296,2005,Colorado,239.2158745,Mathematics,4,765388,6910296,472246,7284280,3380399,4.416582177928057
297,2007,Utah,239.4049889,Mathematics,4,504079,3656090,343915,3618540,1816456,3.6035145284766874
298,2007,Missouri,239.4111029,Mathematics,4,910142,8908844,730811,9245525,4743390,5.211703228726946
299,2009,Delaware,239.4905694,Mathematics,4,116804,1718993,109682,1798244,877678,7.5141091058525395
300,2015,Maryland,239.4997509,Mathematics,4,874108,14491642,819162,13882823,7686024,8.792991255085184
301,2013,Missouri,239.5483619,Mathematics,4,897224,10103589,894168,10001763,5139610,5.728346544452667
302,2005,Delaware,239.7169124,Mathematics,4,112562,1431710,106513,1480157,761786,6.767701355697304
303,2015,South Dakota,239.7230949,Mathematics,4,132836,1415149,206853,1464781,709363,5.340141226775874
304,2015,Oklahoma,239.7604814,Mathematics,4,671715,6121188,688990,6184819,3000894,4.467510774658895
305,2013,Tennessee,239.774787,Mathematics,4,992461,9008032,1165801,9248235,5191269,5.230703271967362
306,2011,Nebraska,239.8032687,Mathematics,4,297659,3879388,571969,3676326,2101943,7.061580533429193
307,2011,Florida,239.826451,Mathematics,4,2636404,26453693,4710376,26991946,14284224,5.418070978499502
308,2005,Iowa,239.8808018,Mathematics,4,478319,4638125,363930,4599549,2323233,4.857078644168432
309,2013,Arkansas,239.8905221,Mathematics,4,477716,5067546,572096,5226339,2545564,5.3286136533002875
310,2013,Georgia,240.0472366,Mathematics,4,1682620,17459504,1805878,17317504,9555687,5.679052311276462
311,2005,Indiana,240.0690988,Mathematics,4,1014528,11653165,708922,11071431,5343758,5.26723560118597
312,2013,Oregon,240.099252,Mathematics,4,564006,6077498,471682,6228197,3261733,5.783153016102665
313,2015,Connecticut,240.1594689,Mathematics,4,505366,11099837,444073,10542667,6006275,11.88500017808875
314,2007,Colorado,240.2058902,Mathematics,4,790211,7689014,529854,8039146,3782300,4.786443114560542
315,2013,Arizona,240.3049115,Mathematics,4,941726,8164324,1178356,7600581,3824071,4.060704493663762
316,2009,Utah,240.3187126,Mathematics,4,532433,4238943,535223,4419750,2169434,4.074567128634025
317,2007,Maryland,240.3282307,Mathematics,4,851640,11674965,661677,11541225,6031042,7.081680052604387
318,2011,Idaho,240.3288325,Mathematics,4,265713,2089982,292602,1960818,1104553,4.1569400066989575
319,2013,New York,240.3498169,Mathematics,4,2629805,59623918,3335657,60505950,38756656,14.737463804350513
320,2011,Delaware,240.3598324,Mathematics,4,119878,1759170,192182,1808905,964284,8.043877942574952
321,2009,Texas,240.4646237,Mathematics,4,4647205,48087531,4913841,53575273,23895853,5.1419838375970075
322,2011,Missouri,240.494831,Mathematics,4,896702,9915356,1344755,9842505,5100879,5.688488483353444
323,2005,Virginia,240.4975682,Mathematics,4,1203697,12182657,826830,12385157,6565022,5.4540486517786455
324,2005,Wisconsin,240.5685819,Mathematics,4,869301,9584108,565072,9433502,5128207,5.899230531196904
325,2005,Pennsylvania,240.5729633,Mathematics,4,1755560,22657782,1750988,23183924,11284717,6.427987081045364
326,2005,Montana,240.5754886,Mathematics,4,146552,1293070,191687,1268328,721019,4.919885091981003
327,2003,Connecticut,240.6152416,Mathematics,4,548466,6959891,351001,6751815,3721466,6.7852264315381445
328,2009,New York,240.6410988,Mathematics,4,2696688,55885116,3197833,57851481,35195372,13.051332597616039
329,2015,Tennessee,240.6673957,Mathematics,4,994530,9455920,1122775,9562527,5343272,5.372660452676138
330,2009,Missouri,240.6843809,Mathematics,4,893807,9472520,758650,10227305,5175127,5.789982624884343
331,2005,Maine,240.6914597,Mathematics,4,198745,2324789,197651,2325138,1355800,6.821806837907872
332,2013,Idaho,240.7220198,Mathematics,4,272070,2015534,237912,1967676,1113400,4.092329179990443
333,2011,Kentucky,240.8307002,Mathematics,4,672958,7104589,1164688,7253850,3663998,5.44461615732334
334,2007,Idaho,240.9028435,Mathematics,4,262935,2011951,202977,1960472,1069134,4.0661532317873235
335,2011,South Dakota,240.9797923,Mathematics,4,125613,1297661,262395,1350617,661519,5.266325937602
336,2013,South Dakota,240.9810997,Mathematics,4,130296,1316613,194731,1332496,663258,5.090394179406889
337,2009,Idaho,241.0428023,Mathematics,4,267951,2182273,218777,2078446,1157633,4.32031602793048
338,2015,Kansas,241.0672085,Mathematics,4,496920,5991731,475273,6175724,3051755,6.141340658456089
339,2003,Wyoming,241.0857006,Mathematics,4,85966,962240,84308,915515,473447,5.507375008724379
340,2011,Texas,241.1017937,Mathematics,4,4800196,51023159,7818075,52691826,25155007,5.240412474823945
341,2007,South Dakota,241.2134286,Mathematics,4,121158,1136570,174096,1096568,573916,4.736922035688935
342,2005,North Carolina,241.2355493,Mathematics,4,1347177,11098165,1116670,10917913,6160224,4.572690893624223
343,2015,Montana,241.2870483,Mathematics,4,144447,1804339,214980,1804841,940488,6.510955575401359
344,2013,Rhode Island,241.4167352,Mathematics,4,136401,2282659,193393,2231413,1265936,9.28098767604343
345,2013,Kentucky,241.4699268,Mathematics,4,685009,7216175,867735,7413896,3663594,5.348242139884293
346,2015,Colorado,241.5635756,Mathematics,4,872320,9648297,715254,9557682,4578938,5.249149394717535
347,2005,South Dakota,241.5941861,Mathematics,4,124862,1053504,176738,1059303,539413,4.320073360990533
348,2007,North Carolina,241.617994,Mathematics,4,1416028,13063307,1184934,12794086,6987589,4.934640416714924
349,2011,Rhode Island,241.6247747,Mathematics,4,139157,2212352,234111,2198940,1260021,9.054672061053342
350,2005,Idaho,241.6501157,Mathematics,4,253782,1796035,192039,1819519,989703,3.899815589758139
351,2003,Massachusetts,241.6645274,Mathematics,4,967200,11591832,712487,11382398,6521028,6.7421712158808935
352,2013,Florida,241.6758096,Mathematics,4,2680074,24681548,3027018,25245400,13833236,5.16151270449995
353,2005,Washington,241.6846745,Mathematics,4,1019925,9141383,796450,9399603,4629347,4.538909233522073
354,2015,Kentucky,241.7277619,Mathematics,4,688475,7548871,848963,7554887,3807748,5.530699008678601
355,2003,Kansas,241.7473658,Mathematics,4,470264,4068800,311152,3818740,2068389,4.398357093037102
356,2007,Delaware,241.7948949,Mathematics,4,114678,1694929,102114,1705204,825084,7.194788887144875
357,2003,Minnesota,241.9122956,Mathematics,4,825674,8484497,463746,8938770,4318736,5.230558307516041
358,2003,Vermont,241.9260724,Mathematics,4,94901,1451171,79956,1440961,662999,6.98621721583545
359,2013,Texas,241.9262887,Mathematics,4,4897523,49734537,5695947,50674724,24226519,4.946688152357835
360,2009,Florida,241.9449094,Mathematics,4,2623067,26494500,2694566,28867429,13884278,5.293146534190702
361,2005,Texas,241.9909163,Mathematics,4,4334611,37783715,4095588,40302144,18950703,4.371950101174015
362,2009,Wyoming,242.0091957,Mathematics,4,86971,1675761,108333,1658156,744877,8.56465948419588
363,2007,Florida,242.02025,Mathematics,4,2656176,28898362,2489027,29849892,13476109,5.0735000240947885
364,2003,North Carolina,242.0401256,Mathematics,4,1314632,9907235,888996,9989670,5517870,4.197273457515107
365,2009,South Dakota,242.0977898,Mathematics,4,126624,1258876,201889,1273527,645912,5.1010235026535256
366,2005,Ohio,242.1059352,Mathematics,4,1778784,19746239,1413888,19785561,9700668,5.453539046899455
367,2005,Connecticut,242.1207324,Mathematics,4,552512,7898694,401558,7452057,4177845,7.561546174562724
368,2015,Maine,242.2446541,Mathematics,4,176176,2739589,183883,2596180,1406898,7.985752883480156
369,2009,Washington,242.2570912,Mathematics,4,1035907,12025012,1385421,12240632,5984072,5.776649834396331
370,2007,Texas,242.3397599,Mathematics,4,4513835,44355326,4423644,45920825,21061312,4.66594636268273
371,2007,Maine,242.370604,Mathematics,4,193539,2538161,198101,2501127,1459635,7.54181327794398
372,2011,Connecticut,242.4134069,Mathematics,4,530132,9783168,796156,9439182,5363942,10.118125297095817
373,2011,Utah,242.5375131,Mathematics,4,545395,4141253,500782,4195916,2157337,3.9555496475031857
374,2007,Washington,242.542232,Mathematics,4,1026121,10350748,801339,10682397,5148806,5.017737674211911
375,2007,New York,242.5430182,Mathematics,4,2754976,50762544,3269310,51253984,31465706,11.421408389764556
376,2015,Utah,242.5627871,Mathematics,4,573913,4705084,400213,4537962,2367650,4.125451070109929
377,2009,Iowa,242.595644,Mathematics,4,487559,5732319,431142,5732186,2914176,5.977073543919813
378,2011,Iowa,242.6048729,Mathematics,4,493493,6098470,596688,6057294,2995991,6.070989862064913
379,2009,Indiana,242.6168096,Mathematics,4,1028259,12999357,1403839,11218398,5548292,5.395811755598541
380,2015,Florida,242.6643209,Mathematics,4,2743641,26971491,3118041,27277049,14931173,5.4421015723267
381,2005,North Dakota,242.7369951,Mathematics,4,100413,969520,148482,985502,501563,4.995000647326542
382,2007,Connecticut,242.7556468,Mathematics,4,549230,8913149,386553,8685421,4610572,8.394610636709576
383,2007,Iowa,242.8195893,Mathematics,4,483122,5194536,390585,5198975,2557629,5.293960945682457
384,2013,Utah,242.8206887,Mathematics,4,562315,4300793,409774,4584624,2361179,4.199032570712145
385,2005,Wyoming,242.9559138,Mathematics,4,84146,1132160,106484,1033603,510498,6.066812445036009
386,2009,Virginia,243.0712969,Mathematics,4,1235064,15251481,914507,15510318,8194237,6.634665895856409
387,2013,Delaware,243.1077582,Mathematics,4,118685,1930466,151096,1924626,1030897,8.685992332645238
388,2003,New Hampshire,243.1101422,Mathematics,4,203702,2028602,101294,2122604,1119824,5.497363796133568
389,2009,Colorado,243.13244,Mathematics,4,812068,8310673,560538,8682489,4108304,5.059064019269322
390,2013,Nebraska,243.1579291,Mathematics,4,303242,3870164,366241,3913038,2318463,7.645586693136175
391,2011,Washington,243.1828847,Mathematics,4,1042979,11905941,1367629,11928408,6007184,5.759640414620045
392,2015,Vermont,243.2503992,Mathematics,4,85184,1996795,105333,1969415,983532,11.545971074380166
393,2013,Hawaii,243.3086189,Mathematics,4,184760,2331770,310778,2345917,1283872,6.94886339034423
394,2015,Wisconsin,243.3102113,Mathematics,4,861813,11637376,814385,11553677,5723474,6.64120174562231
395,2015,Pennsylvania,243.3122399,Mathematics,4,1589429,29967185,1857885,29690645,16058338,10.10321190817583
396,2015,Iowa,243.3399119,Mathematics,4,505311,6714410,458457,6772654,3383909,6.696685803396324
397,2013,Connecticut,243.4402974,Mathematics,4,517812,10319361,434543,9758850,5562212,10.741759557522807
398,2007,Virginia,243.5211298,Mathematics,4,1220440,14176385,890144,14700853,7630837,6.252529415620596
399,2005,Vermont,243.5288554,Mathematics,4,92819,1628681,95016,1634534,739981,7.972300929766535
400,2009,Wisconsin,243.5852535,Mathematics,4,867035,10991081,1258519,10880480,5857285,6.7555346669972955
401,2009,Pennsylvania,243.5878732,Mathematics,4,1687145,26755585,1811141,27328680,12803821,7.589045991897555
402,2015,Ohio,243.5985912,Mathematics,4,1600222,24378660,1676820,22561728,11620080,7.261542460983539
403,2007,Montana,243.6188113,Mathematics,4,144258,1474306,190631,1442434,793711,5.5020241511735914
404,2009,Ohio,243.6875529,Mathematics,4,1729072,22779344,1531263,22427481,10734314,6.208135924935457
405,2013,Montana,243.6988846,Mathematics,4,142797,1671053,210593,1679521,907018,6.351800107845403
406,2015,North Carolina,243.7422668,Mathematics,4,1465031,13146934,1589570,14060699,7960222,5.433483660072722
407,2009,North Carolina,243.7784601,Mathematics,4,1452064,15410564,1377661,14868070,7943541,5.470517139740397
408,2009,Maryland,243.795041,Mathematics,4,843781,13147931,694846,12757599,6899346,8.176702248569237
409,2011,Montana,243.7966065,Mathematics,4,141529,1631810,264517,1655584,902615,6.377597524182323
410,2011,Indiana,243.836876,Mathematics,4,1023220,12125155,1024389,11113533,5609296,5.482003870135455
411,2015,Nebraska,243.8636669,Mathematics,4,312281,4248695,344382,4283846,2446701,7.834933921692322
412,2007,Wyoming,243.8669151,Mathematics,4,85034,1477891,111051,1390344,661713,7.78174612507938
413,2011,Wyoming,243.874435,Mathematics,4,88165,1650621,154955,1656850,825783,9.366335847558554
414,2005,New Jersey,243.9789314,Mathematics,4,1368959,23026334,937945,23023365,11575456,8.45566302570055
415,2007,Pennsylvania,244.0012735,Mathematics,4,1760451,25334577,1821479,25627083,11994620,6.813379071612899
416,2015,Texas,244.002472,Mathematics,4,5004866,55582029,5830972,56255791,26745844,5.343968050293454
417,2013,Pennsylvania,244.01262,Mathematics,4,1623694,28484645,2049113,28495118,15456205,9.519161245899781
418,2011,Ohio,244.0386216,Mathematics,4,1655534,23488657,2533882,23010396,11074360,6.6892978338107225
419,2007,Wisconsin,244.1812142,Mathematics,4,870584,10154985,574090,9988878,5459295,6.270842331124854
420,2011,Maine,244.2570165,Mathematics,4,186835,2654366,289290,2728535,1431522,7.661958412503011
421,2009,Montana,244.4007519,Mathematics,4,141782,1607935,195705,1622485,855803,6.036048299502053
422,2009,Maine,244.4557328,Mathematics,4,187372,2623127,245063,2624504,1383650,7.384507824007856
423,2011,Colorado,244.4560971,Mathematics,4,834832,8747471,969288,8676451,4204486,5.0363258715526
424,2011,North Carolina,244.5179008,Mathematics,4,1448117,14409515,2046954,13767024,7566249,5.224887906156754
425,2007,Ohio,244.5327317,Mathematics,4,1758645,22142424,1461326,21336580,10202242,5.8011946697599575
426,2011,Wisconsin,244.6918655,Mathematics,4,864251,11664303,1002909,11440718,6138402,7.102568582506702
427,2013,Wisconsin,244.7062916,Mathematics,4,863737,11097447,827432,10845059,5637545,6.526923125905223
428,2015,North Dakota,244.7138306,Mathematics,4,106061,1644533,158373,1804762,825445,7.782738235543697
429,2009,Connecticut,244.7177427,Mathematics,4,539250,9681268,403017,9323053,5054397,9.373012517385257
430,2013,North Carolina,244.8017329,Mathematics,4,1468228,12729402,1579889,13650536,7681386,5.231739212165958
431,2015,Washington,244.9814222,Mathematics,4,1072359,13709442,1036422,13630138,6508964,6.069762085271817
432,2007,Indiana,245.144255,Mathematics,4,1034588,10458932,765168,11462062,5511104,5.326858614250311
433,2011,North Dakota,245.156416,Mathematics,4,96255,1309044,186844,1312226,660944,6.866593943171783
434,2013,Maryland,245.1693795,Mathematics,4,859252,13814727,828432,13284637,7303090,8.499357580779561
435,2009,North Dakota,245.1895263,Mathematics,4,94653,1150142,160294,1137260,579830,6.125849154279315
436,2009,Kansas,245.3086536,Mathematics,4,470445,5615208,378810,5827751,2883104,6.128461350423535
437,2011,Virginia,245.3336181,Mathematics,4,1250852,14655345,1427301,14675815,7861076,6.2845772321585605
438,2015,New Jersey,245.3832201,Mathematics,4,1339230,29335237,1154004,28809725,15339450,11.453932483591318
439,2007,North Dakota,245.4158542,Mathematics,4,96577,1045678,150165,1042175,523778,5.423423796556116
440,2013,Ohio,245.5497969,Mathematics,4,1613718,22536516,1721213,22015797,10800145,6.692709011115944
441,2005,New Hampshire,245.6259264,Mathematics,4,202223,2332695,125956,2333264,1261140,6.2363826073196424
442,2011,Pennsylvania,245.6549103,Mathematics,4,1670854,28492510,3371827,28810721,13761915,8.236455728627396
443,2005,Minnesota,245.7461911,Mathematics,4,814660,8777363,529037,9082593,4637773,5.692893968035745
444,2005,Kansas,245.7820465,Mathematics,4,468481,4223632,356865,4076597,2174402,4.641387804414693
445,2013,Iowa,245.7935055,Mathematics,4,499489,6281345,459132,6318241,3174989,6.35647431675172
446,2013,Maine,245.8470018,Mathematics,4,184682,2650346,196466,2535405,1351259,7.316679481487097
447,2013,Virginia,246.1774569,Mathematics,4,1264880,15322318,1108879,15634918,8445746,6.677112453355259
448,2013,Kansas,246.1857019,Mathematics,4,488590,5667223,420820,5621023,2969201,6.077080988149573
449,2011,Kansas,246.2553348,Mathematics,4,482692,5538869,612100,5662146,2839803,5.88326096144125
450,2013,Washington,246.2883381,Mathematics,4,1050901,12242231,1042200,12097549,5911337,5.625017960778417
451,2007,Vermont,246.357405,Mathematics,4,89329,1836316,97086,1804519,800453,8.96072943836828
452,2013,North Dakota,246.4247949,Mathematics,4,101025,1405349,145905,1516575,718970,7.116753278891363
453,2013,Wyoming,246.5224009,Mathematics,4,91533,1695967,113501,1675477,846872,9.252094872887374
454,2009,New Jersey,246.5298698,Mathematics,4,1354912,26510413,1014556,26145334,13800343,10.185416469851917
455,2015,Virginia,246.6126217,Mathematics,4,1279867,15857524,1012205,16113212,8755896,6.841254599110689
456,2011,Vermont,246.6397299,Mathematics,4,86982,1686499,106823,1722515,888388,10.21346945345014
457,2015,Wyoming,246.7597645,Mathematics,4,93867,1962874,120290,1942406,895910,9.544461844950835
458,2013,New Jersey,246.8709092,Mathematics,4,1338657,28070096,1145079,28179900,15489942,11.57125537012095
459,2013,Colorado,246.975708,Mathematics,4,851063,8826868,696266,8699125,4292898,5.044160068056066
460,2007,Minnesota,246.9977624,Mathematics,4,810104,9693509,546297,10030105,5048143,6.231475217996701
461,2011,Maryland,247.1065558,Mathematics,4,851971,13443940,1255964,13247697,7205515,8.457465101511671
462,2005,Massachusetts,247.337049,Mathematics,4,955225,12976279,761359,12726283,7203922,7.541597005941009
463,2015,Indiana,247.6521836,Mathematics,4,1004215,12456571,929878,11378564,5537406,5.51416379958475
464,2009,Vermont,247.7672261,Mathematics,4,86320,1683034,102453,1661019,859433,9.956360055607044
465,2013,Vermont,247.8032947,Mathematics,4,89200,1817307,114697,1809138,935593,10.488710762331838
466,2007,Kansas,247.9236542,Mathematics,4,468974,5038100,346441,4823931,2602503,5.549354548439785
467,2011,New Jersey,248.0041626,Mathematics,4,1399409,26242376,1283994,25716298,14113108,10.085048759869345
468,2007,New Hampshire,248.5715266,Mathematics,4,198625,2600123,137058,2608190,1395619,7.026401510383889
469,2013,Indiana,248.5967774,Mathematics,4,1002772,12236713,980013,11211155,5535933,5.5206298141551615
470,2007,New Jersey,248.6215224,Mathematics,4,1363804,25293076,991769,25572112,13250745,9.716018577449546
471,2015,New Hampshire,249.1506214,Mathematics,4,183039,3093061,164905,3044720,1697165,9.272149651167238
472,2011,Minnesota,249.1866861,Mathematics,4,798891,10912368,842906,10612480,5644771,7.065758657939568
473,2009,Minnesota,249.4555342,Mathematics,4,800831,10353784,575703,11193640,5815987,7.262439890563677
474,2015,Minnesota,249.575847,Mathematics,4,807044,11684249,629909,11969872,6257807,7.753984912842422
475,2015,Massachusetts,250.5657778,Mathematics,4,916130,16985185,778939,16972319,9774884,10.669756475609356
476,2009,New Hampshire,251.0717526,Mathematics,4,197024,2816162,146867,2757401,1546316,7.848363651128796
477,2011,New Hampshire,251.7788368,Mathematics,4,189275,2947007,184768,3001244,1654129,8.739289393739268
478,2009,Massachusetts,252.2547897,Mathematics,4,932437,15298022,1181681,15174814,8885949,9.529811665560247
479,2007,Massachusetts,252.4303198,Mathematics,4,945070,14407777,754202,14315518,8053653,8.521752886029606
480,2013,New Hampshire,252.9935252,Mathematics,4,187703,2976317,163890,2878534,1642945,8.752896863662276
481,2013,Massachusetts,253.0337852,Mathematics,4,920968,16114783,818054,16201905,9097982,9.878716741515449
482,2011,Massachusetts,253.3964558,Mathematics,4,924903,15396681,1197383,15150898,8685894,9.391140476352655
483,2013,Minnesota,253.4209611,Mathematics,4,802454,10848720,646542,10942019,5826404,7.26073270243528
484,1996,District of Columbia,232.8315095,Mathematics,8,79802,678874,57870,703245,334893,4.196548958672715
485,2000,District of Columbia,234.4287981,Mathematics,8,70762,881423,184825,858807,318260,4.49761171250106
486,1992,District of Columbia,234.9246213,Mathematics,8,0,709480,64749,742893,329160,5.713752923891132
487,2003,District of Columbia,243.0596382,Mathematics,8,67522,1114061,152599,1105963,473414,7.011255590770416
488,2005,District of Columbia,245.2157808,Mathematics,8,62306,1109605,167922,1085658,459063,7.367877892979809
489,1992,Mississippi,246.4580354,Mathematics,8,0,1684706,277706,1691990,956104,5.713752923891132
490,2007,District of Columbia,248.1987424,Mathematics,8,56943,1148358,134700,1140506,491992,8.640078675166395
491,1992,Louisiana,249.9839259,Mathematics,8,0,3341253,367822,3362853,1888349,5.713752923891132
492,1996,Mississippi,250.2154891,Mathematics,8,503602,2241561,295014,2268726,1238512,2.459307151282163
493,1992,Alabama,252.1875224,Mathematics,8,0,2678885,304177,2653798,1481703,5.713752923891132
494,1996,Louisiana,252.3803947,Mathematics,8,796087,3879633,468363,3815375,2078321,2.6106706930272696
495,2009,District of Columbia,253.5951869,Mathematics,8,44331,801008,75856,805362,330698,7.459746001669261
496,2000,Mississippi,254.0339003,Mathematics,8,499362,2743284,368830,2996474,1524728,3.0533520772505716
497,1992,Arkansas,256.3120904,Mathematics,8,0,1711959,178571,1743022,964323,5.713752923891132
498,1996,Alabama,256.5948632,Mathematics,8,735912,3365113,334858,3572283,1987018,2.7000755525117133
499,1992,Hawaii,257.4108874,Mathematics,8,0,996809,71273,1040121,536115,5.713752923891132
500,1992,North Carolina,258.4053748,Mathematics,8,0,5236099,389145,5418687,2847638,5.713752923891132
501,1992,Tennessee,258.8280481,Mathematics,8,0,3080490,308571,3132516,1830264,5.713752923891132
502,2000,Louisiana,258.9820018,Mathematics,8,750755,4785331,556240,4807097,2601684,3.465423473703139
503,1992,West Virginia,259.0864484,Mathematics,8,0,1585099,130117,1587968,835186,5.713752923891132
504,1992,Georgia,259.3594336,Mathematics,8,0,5536901,398701,5535942,3043984,5.713752923891132
505,1992,New Mexico,259.6067177,Mathematics,8,0,1330091,161520,1339829,683253,5.713752923891132
506,2000,New Mexico,259.844673,Mathematics,8,324489,2191695,296222,2165031,1048533,3.2313360391261337
507,1992,Florida,259.9088482,Mathematics,8,0,11506299,788420,11305642,5166374,5.713752923891132
508,2011,District of Columbia,260.4668778,Mathematics,8,44199,1283071,155505,1297175,525185,11.88228240457929
509,1992,South Carolina,260.772544,Mathematics,8,0,2842626,249903,2922293,1544232,5.713752923891132
510,1996,South Carolina,260.7754476,Mathematics,8,635678,3594408,287181,3493720,1820849,2.86442035118409
511,1992,California,260.8922468,Mathematics,8,0,26260025,2072470,27138832,14358922,5.713752923891132
512,2003,Mississippi,260.9119336,Mathematics,8,491623,3260771,482904,3205193,1702193,3.462394965247761
513,2000,Arkansas,261.3637127,Mathematics,8,450751,2844855,254735,2683400,1531232,3.397068447990132
514,1996,Arkansas,261.6527453,Mathematics,8,452907,2183384,192152,2297381,1264275,2.791467122389365
515,2003,Alabama,261.9390222,Mathematics,8,727900,5196054,567704,5298932,2817111,3.8701895864816596
516,1996,New Mexico,261.9703667,Mathematics,8,329661,1750519,215525,1642517,798365,2.421775702919059
517,1996,Hawaii,262.1300817,Mathematics,8,187104,1199019,91391,1231550,671105,3.5868019924747734
518,2000,Alabama,262.1582055,Mathematics,8,730184,4885917,425978,5003267,2551713,3.494616425448928
519,2000,California,262.1710266,Mathematics,8,5941946,46628207,4024940,45829753,23514388,3.9573547117392183
520,2005,Alabama,262.2111,Mathematics,8,729342,5889966,665924,5904664,3053380,4.186485900990208
521,1992,Kentucky,262.2412816,Mathematics,8,0,2642902,289902,2518082,1343438,5.713752923891132
522,2005,Mississippi,262.4562427,Mathematics,8,494382,3639643,552628,3610904,1935459,3.914905882495722
523,1996,Georgia,262.4660209,Mathematics,8,1311126,7764687,516518,7934236,4118122,3.1409048405721496
524,1996,California,262.7724784,Mathematics,8,5460484,31282981,2603882,31561692,16880730,3.0914347519377405
525,2000,Hawaii,262.7725605,Mathematics,8,185860,1404895,127042,1363511,765134,4.11672226406973
526,1992,Delaware,262.8685854,Mathematics,8,0,645233,45945,638784,372722,5.713752923891132
527,2015,District of Columbia,263.0597763,Mathematics,8,46155,1382282,146366,1360942,557345,12.075506445672191
528,1996,Tennessee,263.118935,Mathematics,8,881749,4123018,340239,4284181,2363545,2.680519059278774
529,2003,New Mexico,263.2729067,Mathematics,8,320264,2626262,383513,2658140,1239571,3.87046624035171
530,2005,New Mexico,263.275163,Mathematics,8,326102,2982991,480888,3011696,1395996,4.280856909801228
531,2000,Tennessee,263.4365997,Mathematics,8,907222,5338531,462000,5805181,3166208,3.490003549296644
532,1996,Florida,263.6393936,Mathematics,8,2175352,13684457,942159,13936240,6380643,2.9331542665279
533,1992,Texas,264.5928284,Mathematics,8,0,16264180,1160185,16119084,7961379,5.713752923891132
534,1992,Maryland,264.8254931,Mathematics,8,0,4658498,228336,4698374,2628891,5.713752923891132
535,1996,West Virginia,264.8652054,Mathematics,8,306451,1958647,158572,1936848,1131846,3.6933995973255103
