,YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,EXPENSE_PER_STUDENT
642,2015,Florida,275.323818,Mathematics,8,2743641,26971491,3118041,27277049,14931173,5.4421015723267
643,2015,California,275.324573,Mathematics,8,6226523,78248042,7556365,78365958,38951948,6.25581050612035
644,2007,Rhode Island,275.3869905,Mathematics,8,147861,2100679,165167,2082332,1177636,7.964480153657827
645,2000,Utah,275.4367099,Mathematics,8,477835,2546642,189502,2478420,1355794,2.8373685477204473
646,2013,Oklahoma,275.506732,Mathematics,8,671445,5878111,715944,5796945,2800189,4.170392213807535
647,1996,Indiana,275.5290368,Mathematics,8,975455,6422662,306715,6644035,3293900,3.3767831422259356
648,2007,Arizona,275.5484264,Mathematics,8,969875,8724434,953861,8709531,3977800,4.101353267173605
649,1996,Colorado,275.6082142,Mathematics,8,655679,3891203,194998,4075165,2052264,3.1299828117112183
650,2009,Oklahoma,275.7119568,Mathematics,8,644549,6029807,768972,5941799,2836912,4.401390739881685
651,2015,South Carolina,275.8278662,Mathematics,8,737401,8759944,836137,8783362,4123140,5.591448886019954
652,2013,California,275.9013507,Mathematics,8,6208733,68868516,7836263,69727119,34194878,5.50754525923405
653,2009,Arkansas,275.9995,Mathematics,8,474423,4753142,534510,5017352,2417974,5.096662682880046
654,2000,Maryland,276.0143601,Mathematics,8,846582,7419047,409021,7355698,3874590,4.576745076082411
655,1996,Washington,276.1171196,Mathematics,8,956572,6354593,366716,6578388,3222598,3.3689027067486816
656,2000,New York,276.2628588,Mathematics,8,2861478,31906526,1938590,33683043,19856637,6.939293959275592
657,1996,Oregon,276.3415132,Mathematics,8,527769,3375710,192228,3509765,1879638,3.5614786014335817
658,2003,Michigan,276.4418616,Mathematics,8,1764327,18488359,1357006,19680370,8725075,4.945270916332404
659,2005,Missouri,276.4499393,Mathematics,8,902659,8340865,694008,8170965,4224716,4.680301199013138
660,2000,Virginia,276.6749915,Mathematics,8,1132673,8911426,491873,9154676,4823780,4.258757823308228
661,2000,Wyoming,276.6899803,Mathematics,8,91883,787323,66085,769923,417424,4.542994895682553
662,1996,Utah,276.7731058,Mathematics,8,474907,2035726,134703,2150719,1132806,2.385321757733619
663,2007,Michigan,276.8305171,Mathematics,8,1686473,20576110,1541818,19839838,9608836,5.69759254965837
664,1996,Michigan,276.8660782,Mathematics,8,1631131,13012080,648922,13071893,6452165,3.9556387561759294
665,2000,Illinois,276.909459,Mathematics,8,2003839,17595047,1283052,18073190,8738312,4.360785472285947
666,2003,Texas,277.052649,Mathematics,8,4201914,35143236,3360082,37333674,18009879,4.286113185562579
667,2003,Delaware,277.1583689,Mathematics,8,111282,1242436,91986,1317447,673997,6.056657860210995
668,2003,Illinois,277.160081,Mathematics,8,2062664,19627346,1618724,21278177,10409933,5.0468389422610755
669,2003,South Carolina,277.3004496,Mathematics,8,691736,5709707,535356,6024747,2888468,4.175679739091214
670,2009,Arizona,277.332282,Mathematics,8,981303,8802515,1044140,9580393,4296503,4.378365295938155
671,2005,Michigan,277.346682,Mathematics,8,1721351,19106382,1513264,20489512,9269314,5.38490639038755
672,2007,Florida,277.3834973,Mathematics,8,2656176,28898362,2489027,29849892,13476109,5.0735000240947885
673,2009,Georgia,277.5611997,Mathematics,8,1649598,17972839,1644548,19025136,10063924,6.100834263863074
674,1996,Massachusetts,277.565642,Mathematics,8,912330,7129757,302167,7479576,4171772,4.572656823737025
675,1996,Alaska,277.6430714,Mathematics,8,126189,1120346,123505,1240031,636959,5.047658670724073
676,1992,Nebraska,277.6545234,Mathematics,8,0,1542413,85423,1534046,909159,5.713752923891132
677,2005,Illinois,277.6722389,Mathematics,8,2072437,21611180,1835598,22035569,11063949,5.33861777221696
678,2003,Maryland,277.7161125,Mathematics,8,866743,8700979,571108,8732518,4738579,5.467109627652026
679,2013,Tennessee,277.7201273,Mathematics,8,992461,9008032,1165801,9248235,5191269,5.230703271967362
680,2011,Hawaii,277.8362111,Mathematics,8,179601,2499513,347363,2259104,1253534,6.9795491116419175
681,2011,Florida,277.8370352,Mathematics,8,2636404,26453693,4710376,26991946,14284224,5.418070978499502
682,1992,Wisconsin,277.8791346,Mathematics,8,0,4993909,217723,5181471,2914442,5.713752923891132
683,2013,Arkansas,277.9148025,Mathematics,8,477716,5067546,572096,5226339,2545564,5.3286136533002875
684,2000,Idaho,277.9179135,Mathematics,8,245226,1452222,109898,1467977,798629,3.256706058900769
685,2009,Rhode Island,277.9237194,Mathematics,8,141521,2179714,206225,2171376,1224158,8.650009539220328
686,2005,Maryland,277.9307946,Mathematics,8,865561,9906219,670998,9782665,5154440,5.9550280107352345
687,2015,Kentucky,277.9472601,Mathematics,8,688475,7548871,848963,7554887,3807748,5.530699008678601
688,2011,Nevada,278.1131537,Mathematics,8,429610,4146577,447002,4258855,2161550,5.031423849537953
689,2015,Michigan,278.1686519,Mathematics,8,1345009,19025996,1582706,17742903,9040821,6.7217550217136095
690,2015,Tennessee,278.2033807,Mathematics,8,994530,9455920,1122775,9562527,5343272,5.372660452676138
691,1992,New Hampshire,278.2163256,Mathematics,8,0,1063391,31020,1066647,581123,5.713752923891132
692,2009,Michigan,278.2681682,Mathematics,8,1537515,19616665,2094714,19992550,9422685,6.12851581935786
693,2013,Nevada,278.2866809,Mathematics,8,431776,4131800,392009,4057443,2058538,4.767606351441488
694,2000,Michigan,278.4526667,Mathematics,8,1700074,15939477,1030238,16580526,7709336,4.534706136321125
695,2011,Georgia,278.4836192,Mathematics,8,1666039,18030043,2267161,17187481,9671343,5.804991959972125
696,2003,Pennsylvania,278.5377581,Mathematics,8,1757066,19811545,1419644,20626459,10151195,5.777355546120635
697,1992,Maine,278.6353841,Mathematics,8,0,1206819,73160,1228869,685350,5.713752923891132
698,2007,Kentucky,278.7047499,Mathematics,8,646360,6226696,677570,6351636,3184235,4.926410978402129
699,2015,Georgia,278.7117968,Mathematics,8,1717805,18584666,1831221,18501103,10081483,5.868816891323521
700,2003,Missouri,278.7662503,Mathematics,8,921625,7622601,559732,7905481,4087984,4.435626203716262
701,2005,Alaska,278.9587094,Mathematics,8,132568,1599739,302846,1751718,829666,6.258418321163479
702,2003,Alaska,279.0250699,Mathematics,8,133303,1425948,259423,1610289,763525,5.727740560977622
703,2011,Arizona,279.0335017,Mathematics,8,946571,8429186,1245814,8610417,3977772,4.202296499681482
704,2011,Arkansas,279.088205,Mathematics,8,475551,5176362,827026,5669431,2559292,5.38174033910138
705,2005,Utah,279.1561234,Mathematics,8,488055,3181279,326400,3188018,1632553,3.3450184917683456
706,2013,Georgia,279.1791109,Mathematics,8,1682620,17459504,1805878,17317504,9555687,5.679052311276462
707,2011,Oklahoma,279.1796082,Mathematics,8,658163,5835133,968529,5644988,2866601,4.355457538634046
708,1996,Vermont,279.253243,Mathematics,8,101064,965238,36693,975817,424562,4.200922187920526
709,2009,Kentucky,279.2842161,Mathematics,8,669858,6706922,719997,6831006,3468191,5.17750179888872
710,2009,Florida,279.3352641,Mathematics,8,2623067,26494500,2694566,28867429,13884278,5.293146534190702
711,2015,Hawaii,279.340145,Mathematics,8,182384,2703683,259390,2521004,1377713,7.553913720501798
712,1996,Connecticut,279.5912449,Mathematics,8,499815,4686025,162218,4538234,2701637,5.405273951362004
713,2005,New York,279.7162537,Mathematics,8,2816426,43936450,3156023,45086872,27866708,9.894351209653653
714,2013,Arizona,279.722268,Mathematics,8,941726,8164324,1178356,7600581,3824071,4.060704493663762
715,2003,New York,279.749257,Mathematics,8,2879228,38033080,2591430,41603390,24786376,8.60868816224349
716,2015,Delaware,279.8102438,Mathematics,8,121845,2017075,137544,1975093,1072395,8.801304936599779
717,2013,South Carolina,279.8246086,Mathematics,8,722249,8254462,814137,8224795,3933177,5.445735473500136
718,2003,Idaho,279.9392668,Mathematics,8,248515,1685984,162530,1726941,924434,3.7198318008973303
719,2015,New York,280.0892201,Mathematics,8,2631532,63712218,2869847,65094591,41954260,15.94290322139347
720,2000,North Carolina,280.1279472,Mathematics,8,1261586,9064700,622184,9275837,4854623,3.8480317631933136
721,2013,Michigan,280.1335971,Mathematics,8,1381167,18270327,1636324,17468264,8885537,6.433354547277773
722,2007,New York,280.1411772,Mathematics,8,2754976,50762544,3269310,51253984,31465706,11.421408389764556
723,2011,Michigan,280.176518,Mathematics,8,1455966,19374026,2525528,18469948,9198775,6.317987507950049
724,2009,South Carolina,280.3808554,Mathematics,8,714290,7669733,734602,8427391,3854229,5.395888224670652
725,2011,New York,280.4530261,Mathematics,8,2677412,57753776,5118477,59446908,37834196,14.130883106522269
726,2015,Alaska,280.4934562,Mathematics,8,130755,2920986,344111,2968341,1484610,11.354135597109098
727,2007,Illinois,280.497096,Mathematics,8,2101075,23897153,1862627,23401917,11692204,5.564867508299323
728,2000,Nebraska,280.6180687,Mathematics,8,287566,2263952,152143,2165529,1188826,4.134097911435983
729,2007,Missouri,280.6195383,Mathematics,8,910142,8908844,730811,9245525,4743390,5.211703228726946
730,2000,Oregon,280.6402228,Mathematics,8,542739,4369400,268568,4398318,2288931,4.217369674926622
731,2003,Utah,280.6453697,Mathematics,8,483066,2875622,263030,2957874,1508566,3.122898320312338
732,2013,Kentucky,280.6454425,Mathematics,8,685009,7216175,867735,7413896,3663594,5.348242139884293
733,2005,Pennsylvania,280.7138351,Mathematics,8,1755560,22657782,1750988,23183924,11284717,6.427987081045364
734,2015,Missouri,280.8214257,Mathematics,8,892779,10623391,948600,10540353,5387766,6.03482608797922
735,2005,Colorado,280.8240073,Mathematics,8,765388,6910296,472246,7284280,3380399,4.416582177928057
736,2013,Florida,280.8558396,Mathematics,8,2680074,24681548,3027018,25245400,13833236,5.16151270449995
737,2003,Oregon,280.8924709,Mathematics,8,552135,4592019,407432,4978764,2458415,4.452561420667047
738,2005,Delaware,280.9535428,Mathematics,8,112562,1431710,106513,1480157,761786,6.767701355697304
739,2005,Idaho,280.9668966,Mathematics,8,253782,1796035,192039,1819519,989703,3.899815589758139
740,2011,South Carolina,281.0001337,Mathematics,8,713511,7772777,1041572,7961448,3689782,5.171303595880092
741,2005,Maine,281.0585409,Mathematics,8,198745,2324789,197651,2325138,1355800,6.821806837907872
742,2005,Connecticut,281.068953,Mathematics,8,552512,7898694,401558,7452057,4177845,7.561546174562724
743,2007,Utah,281.0874737,Mathematics,8,504079,3656090,343915,3618540,1816456,3.6035145284766874
744,2005,Texas,281.102845,Mathematics,8,4334611,37783715,4095588,40302144,18950703,4.371950101174015
745,2003,Washington,281.1513644,Mathematics,8,1014577,8565636,702469,8802387,4332487,4.270239715664755
746,2003,Indiana,281.2209398,Mathematics,8,999713,8246076,582940,9777720,4785880,4.78725394188132
747,2005,South Carolina,281.2343211,Mathematics,8,701176,6337711,639308,6572191,3134658,4.470572295686105
748,2003,North Carolina,281.2403506,Mathematics,8,1314632,9907235,888996,9989670,5517870,4.197273457515107
749,2015,North Carolina,281.3310911,Mathematics,8,1465031,13146934,1589570,14060699,7960222,5.433483660072722
750,2003,New Jersey,281.4071199,Mathematics,8,1350330,19785039,797717,19812932,10169992,7.531486377404042
751,2013,Hawaii,281.4129223,Mathematics,8,184760,2331770,310778,2345917,1283872,6.94886339034423
752,2015,Rhode Island,281.4452196,Mathematics,8,134574,2367068,184718,2326473,1322055,9.82400017834054
753,2007,South Carolina,281.5036015,Mathematics,8,701580,7130274,680718,7660995,3481608,4.962524587359959
754,2013,Alaska,281.5595728,Mathematics,8,131091,2545117,320938,2665933,1324649,10.104805059081096
755,2003,Ohio,281.6072954,Mathematics,8,1803966,18018740,1097349,18760200,8958790,4.966163442104785
756,2011,Kentucky,281.6088097,Mathematics,8,672958,7104589,1164688,7253850,3663998,5.44461615732334
757,2003,Virginia,281.6766434,Mathematics,8,1175458,10504167,698716,10746679,5661291,4.816242690083355
758,2005,Indiana,281.7149455,Mathematics,8,1014528,11653165,708922,11071431,5343758,5.26723560118597
759,2013,New York,281.8077878,Mathematics,8,2629805,59623918,3335657,60505950,38756656,14.737463804350513
760,2005,North Carolina,281.8251366,Mathematics,8,1347177,11098165,1116670,10917913,6160224,4.572690893624223
761,2000,Connecticut,281.9024856,Mathematics,8,530363,5884078,234321,5605280,3189123,6.013094804878922
762,2003,Maine,281.9037733,Mathematics,8,203848,2162605,163516,2154117,1255095,6.157014049684078
763,2011,Missouri,281.9476462,Mathematics,8,896702,9915356,1344755,9842505,5100879,5.688488483353444
764,2015,Illinois,281.9685673,Mathematics,8,2047123,32096832,2262192,32410033,17313173,8.457319369671485
765,2005,Wyoming,282.1006096,Mathematics,8,84146,1132160,106484,1033603,510498,6.066812445036009
766,2003,Nebraska,282.193756,Mathematics,8,283934,2600831,225861,2623966,1414919,4.983267238160981
767,2005,Oregon,282.2373254,Mathematics,8,550502,5022050,498217,5597579,2671228,4.852349310265903
768,2013,Delaware,282.3382986,Mathematics,8,118685,1930466,151096,1924626,1030897,8.685992332645238
769,1992,Minnesota,282.3922046,Mathematics,8,0,4684684,194092,4981125,2534882,5.713752923891132
770,2009,Illinois,282.431417,Mathematics,8,2117291,26987426,3346509,27716187,13520105,6.3855676900341045
771,2007,Connecticut,282.4727901,Mathematics,8,549230,8913149,386553,8685421,4610572,8.394610636709576
772,2011,Oregon,282.5182068,Mathematics,8,559631,6112484,848637,6317635,3261190,5.827393407441689
773,2007,Alaska,282.5571541,Mathematics,8,132197,1800616,282270,1938755,927307,7.014584294651165
774,2009,New York,282.5769154,Mathematics,8,2696688,55885116,3197833,57851481,35195372,13.051332597616039
775,2000,Ohio,282.6727535,Mathematics,8,1822566,15327834,843432,14909952,7497388,4.1136441698133295
776,1996,Nebraska,282.7696069,Mathematics,8,289251,1909834,100886,1940808,1067391,3.6901894894053955
777,2011,Delaware,282.7699664,Mathematics,8,119878,1759170,192182,1808905,964284,8.043877942574952
778,2015,Oregon,282.8148994,Mathematics,8,570376,7111710,577106,7011609,3650855,6.400786498730662
779,1996,Wisconsin,282.8487417,Mathematics,8,869930,6342623,270455,6521058,3567663,4.101092041888428
780,2011,Rhode Island,282.8756596,Mathematics,8,139157,2212352,234111,2198940,1260021,9.054672061053342
781,2015,Arizona,282.9194894,Mathematics,8,944978,8230507,1093834,7902600,3846357,4.070313806247341
782,2013,Missouri,282.9884579,Mathematics,8,897224,10103589,894168,10001763,5139610,5.728346544452667
783,2007,Delaware,282.9920827,Mathematics,8,114678,1694929,102114,1705204,825084,7.194788887144875
784,1996,Montana,283.00387,Mathematics,8,165390,944623,90354,924259,538091,3.2534675615212527
785,2009,Alaska,283.0476628,Mathematics,8,130236,2158970,312667,2396412,1129756,8.674682883380939
786,2000,Indiana,283.0512293,Mathematics,8,987214,8489991,426266,8518477,4143020,4.196678734296718
787,2000,North Dakota,283.0738441,Mathematics,8,112349,812982,96940,802768,402602,3.583494290113842
788,2000,Massachusetts,283.1232456,Mathematics,8,958907,9464271,480898,9466363,5624037,5.865049478208001
789,2015,Maryland,283.1490341,Mathematics,8,874108,14491642,819162,13882823,7686024,8.792991255085184
790,2011,Nebraska,283.1970448,Mathematics,8,297659,3879388,571969,3676326,2101943,7.061580533429193
791,1992,North Dakota,283.2130747,Mathematics,8,0,559481,51476,553732,315009,5.713752923891132
792,2011,Illinois,283.2281347,Mathematics,8,2072114,29507584,2894897,28525858,14636402,7.063511949632115
793,2005,Ohio,283.2517747,Mathematics,8,1778784,19746239,1413888,19785561,9700668,5.453539046899455
794,2011,Alaska,283.2727979,Mathematics,8,131704,2357828,420152,2443898,1215062,9.22570309178157
795,2011,Utah,283.3083321,Mathematics,8,545395,4141253,500782,4195916,2157337,3.9555496475031857
796,1992,Iowa,283.360009,Mathematics,8,0,2663934,125665,2795774,1446478,5.713752923891132
797,2003,Colorado,283.3998585,Mathematics,8,751049,6297242,400219,6685029,3168745,4.219092229668104
798,2000,Vermont,283.4083814,Mathematics,8,99609,1211370,65052,1193813,555740,5.5792147295927075
799,2003,Wyoming,283.5033499,Mathematics,8,85966,962240,84308,915515,473447,5.507375008724379
800,2007,Idaho,283.5075958,Mathematics,8,262935,2011951,202977,1960472,1069134,4.0661532317873235
801,2013,Oregon,283.5245891,Mathematics,8,564006,6077498,471682,6228197,3261733,5.783153016102665
802,2000,Maine,283.6417036,Mathematics,8,209012,1792390,104497,1842276,1053067,5.038308805236063
803,2007,Nebraska,283.6505986,Mathematics,8,287135,3234014,298196,3117931,1673992,5.829982412454072
804,2015,Pennsylvania,283.6684154,Mathematics,8,1589429,29967185,1857885,29690645,16058338,10.10321190817583
805,2000,Kansas,283.6796191,Mathematics,8,469377,3518271,221530,3327090,1661540,3.5398837182051954
806,2003,Connecticut,283.7298112,Mathematics,8,548466,6959891,351001,6751815,3721466,6.7852264315381445
